Doserate,Latitude,Longitude
0.0515,13.84695417,100.5689738
0.0507,13.84694683,100.5689887
0.0699,13.84694017,100.569002
0.0629,13.846937,100.5690108
0.0741,13.84693783,100.5690175
0.043,13.84693517,100.5690258
0.0633,13.84692983,100.5690468
0.0633,13.84692367,100.5690672
0.0439,13.84692333,100.569082
0.066,13.84691917,100.5690893
0.0655,13.84691517,100.5691
0.0687,13.84691367,100.5691087
0.0459,13.8469115,100.5691177
0.0459,13.846911,100.569129
0.0583,13.84690633,100.5691415
0.0479,13.84690133,100.5691555
0.0537,13.8468975,100.5691695
0.0513,13.84689317,100.5691852
0,13.8468935,100.5691988
0,13.84689283,100.5692175
0.0615,13.84688883,100.5692337
0.0392,13.84688483,100.5692482
0.0481,13.84687817,100.5692628
0.0693,13.846873,100.5692753
0.0693,13.84687183,100.5692857
0.0787,13.846868,100.5692965
0.068,13.84686933,100.5693063
0.0445,13.8468615,100.5693178
0.0625,13.846856,100.5693312
0.045,13.846854,100.569348
0.045,13.84685133,100.5693613
0.0376,13.8468525,100.569375
0,13.84684933,100.5693837
0.0464,13.84684667,100.569401
0.0395,13.8468455,100.5694175
0.0494,13.84684317,100.5694345
0.0362,13.84683567,100.5694487
0.0362,13.84682983,100.569462
0,13.846823,100.5694787
0.0646,13.84681717,100.5694938
0.0524,13.84681133,100.5695053
0.0774,13.8468005,100.5695168
0.0728,13.84679567,100.5695363
0.0728,13.846796,100.5695562
0.0703,13.846791,100.5695708
0.0548,13.84679233,100.5695918
0,13.8467885,100.5696127
0.0584,13.84677917,100.5696285
0.0407,13.84677717,100.5696493
0.0407,13.84678,100.5696693
0.0451,13.84678383,100.5696878
0.0571,13.84677867,100.5697055
0.0324,13.84678033,100.5697275
0.0507,13.8467775,100.5697483
0.0507,13.84677333,100.5697667
0.0369,13.84677533,100.5697865
0.091,13.84677183,100.5698082
0.0594,13.84676417,100.5698287
0.0642,13.84676617,100.5698528
0.054,13.84676083,100.5698757
0.0485,13.84674967,100.5698922
0.0485,13.8467385,100.5699058
0.0666,13.84673467,100.5699118
0,13.84673517,100.5699185
0.0473,13.846742,100.569925
0.0437,13.84674267,100.5699288
0,13.84674383,100.569932
0,13.84674417,100.569935
0.0448,13.84674467,100.569938
0.0539,13.84674517,100.5699407
0.0352,13.84674517,100.5699428
0.0812,13.8467445,100.569945
0.0402,13.84673783,100.5699527
0.0402,13.84673217,100.5699667
0.0672,13.84673183,100.5699808
0.061,13.84672333,100.5699913
0.0529,13.84672433,100.569978
0.0772,13.84672767,100.5699565
0.0772,13.846736,100.5699488
0.0539,13.846739,100.569952
0.0487,13.84673983,100.5699528
0.0561,13.84674167,100.5699542
0.0481,13.84674283,100.5699563
0.0448,13.84674017,100.569964
0.0448,13.84673383,100.5699745
0.0524,13.84673167,100.569992
0.0639,13.84673183,100.5700098
0.0601,13.84672233,100.570024
0.0443,13.84671733,100.5700373
0.0507,13.8467155,100.5700483
0.0668,13.846711,100.5700587
0.0668,13.846702,100.5700705
0.066,13.84669917,100.5700863
0.0497,13.84669617,100.570105
0.0672,13.84668583,100.570119
0.0709,13.84668017,100.570133
0.049,13.846676,100.5701498
0.049,13.84667467,100.5701667
0.0486,13.84666733,100.5701848
0.067,13.84666317,100.5702045
0.0493,13.8466625,100.5702175
0.0549,13.84665483,100.570231
0.059,13.84664733,100.5702495
0.059,13.84664733,100.5702753
0.0767,13.84665283,100.570308
0.0625,13.84664933,100.5703322
0.0772,13.84664583,100.5703585
0.052,13.84663783,100.5703812
0.052,13.84663183,100.5703962
0.0582,13.84662117,100.5704245
0.0513,13.84661633,100.5704567
0.0649,13.84661017,100.5704873
0.0759,13.84660333,100.5705037
0.0459,13.84659717,100.5705143
0.055,13.84659483,100.5705157
0.055,13.84659483,100.5705167
0.0411,13.84660067,100.5705155
0.0567,13.84660133,100.570518
0.0605,13.8466065,100.5705295
0.0579,13.8466155,100.5705428
0.0409,13.84662467,100.5705527
0.0409,13.84663633,100.5705653
0.047,13.84665317,100.5705708
0.0524,13.84667233,100.5705732
0.0456,13.84668483,100.5705833
0.0488,13.84669433,100.5705797
0.0569,13.84670767,100.570584
0.0569,13.8467205,100.5705815
0.0781,13.84673567,100.5705847
0.0595,13.84675167,100.5705815
0.0402,13.84676433,100.5705828
0.0715,13.84677017,100.5705847
0.0715,13.84677567,100.5705872
0.0542,13.84678767,100.5705868
0.0639,13.84680683,100.5705865
0.057,13.8468265,100.5705893
0.06,13.84684517,100.5705862
0.0707,13.8468635,100.5705868
0.0707,13.84688133,100.5705905
0.0605,13.84690067,100.5705868
0.0465,13.84691783,100.5705858
0.0749,13.84693417,100.5705857
0.0936,13.84694833,100.5705795
0.0618,13.84696383,100.570576
0.0561,13.84697883,100.5705735
0.0561,13.84699183,100.5705672
0.0499,13.84701083,100.5705662
0.063,13.84702983,100.5705665
0.0541,13.8470485,100.5705712
0.0512,13.84706117,100.5705765
0.0594,13.8470785,100.5705813
0.0594,13.84709683,100.5705893
0.0615,13.84711483,100.5705932
0.0332,13.84713167,100.5705905
0.0684,13.8471435,100.5705952
0.0497,13.84715783,100.5705945
0.0424,13.84717467,100.57059
0.0424,13.8471905,100.5705908
0.0784,13.8472025,100.5705913
0.0764,13.847215,100.5705907
0.0719,13.8472255,100.5705955
0.0481,13.84723633,100.5705987
0.0481,13.84725667,100.5705968
0.0446,13.8472805,100.5705972
0.0617,13.84731,100.570591
0.047,13.84733433,100.5705897
0.0612,13.84735033,100.5705875
0.0709,13.8473625,100.570585
0.0864,13.8473705,100.570588
0.0864,13.847384,100.5705872
0.0547,13.84740017,100.5705867
0.0649,13.84742017,100.5705882
0.0513,13.8474465,100.5705848
0.0419,13.84747167,100.570585
0.0564,13.84749633,100.5705825
0.0564,13.8475085,100.5705832
0.0664,13.84752283,100.5705855
0.0532,13.84754683,100.5705892
0.0594,13.84757783,100.5705923
0,13.847599,100.5705958
0.0387,13.84761867,100.5705967
0.0387,13.8476365,100.570595
0.0635,13.84765533,100.5705962
0.0341,13.84767467,100.570595
0.0555,13.84769317,100.570594
0.0621,13.847697,100.5705983
0.0621,13.84769867,100.5705997
0.0632,13.84770283,100.5706013
0.0623,13.84770717,100.5706038
0.0502,13.8477105,100.5706072
0.0742,13.84771533,100.5706103
0.0599,13.847716,100.5706132
0.0599,13.8477165,100.5706153
0.044,13.84771667,100.5706177
0.0444,13.84771733,100.5706192
0.0902,13.84771867,100.5706208
0.0746,13.84772083,100.5706223
0.0608,13.84772333,100.5706235
0.0707,13.84773017,100.5706228
0.0707,13.84774467,100.5706183
0.0796,13.84775917,100.5706162
0.0505,13.84777133,100.5706143
0.0651,13.84778867,100.5706093
0.0544,13.84780283,100.5706083
0.0727,13.84781783,100.5706045
0.0727,13.84783467,100.5706043
0.0862,13.84785667,100.5706053
0.0383,13.84788067,100.5705998
0.0483,13.84790267,100.5705932
0.0703,13.8479225,100.5705915
0.059,13.84794183,100.5705872
0.059,13.8479575,100.5705825
0.0762,13.84797617,100.570578
0.0699,13.84799467,100.5705717
0.0467,13.8480075,100.5705753
0.0415,13.84801683,100.57058
0.0415,13.84802733,100.5705812
0.0626,13.84804167,100.5705797
0.048,13.84805983,100.5705812
0.0512,13.84807617,100.5705833
0.0575,13.84808733,100.5705847
0.0449,13.8480995,100.5705903
0.0701,13.84810417,100.5705918
0.0701,13.8481065,100.570597
0.0422,13.84810717,100.5705993
0.0596,13.8481155,100.5706
0.0523,13.8481295,100.5705997
0.0426,13.8481465,100.5706037
0.0508,13.84816467,100.5706027
0.0508,13.84817883,100.570603
0.0635,13.84819617,100.5706017
0.0703,13.84821733,100.5706023
0.061,13.8482345,100.5706043
0.0858,13.84825467,100.5705967
0.0698,13.84827467,100.5705953
0.0698,13.84829183,100.5705988
0.0609,13.8483135,100.570598
0.0859,13.8483355,100.5705967
0.0534,13.848352,100.5706008
0.065,13.84837467,100.5706017
0.065,13.84839617,100.5705965
0.053,13.84842067,100.5705895
0.0623,13.848438,100.570591
0.038,13.84845933,100.570595
0.0504,13.8484705,100.5706008
0.0788,13.84848,100.5706008
0.0788,13.84848783,100.5706012
0.0351,13.8484945,100.570601
0.0502,13.84850033,100.5706005
0.0558,13.84850433,100.5706008
0.0668,13.84851083,100.5705992
0.0784,13.84852433,100.5706007
0.0565,13.84853483,100.5705995
0.0565,13.84854417,100.5705993
0.0555,13.84854783,100.5705995
0.059,13.84854633,100.5705958
0.0626,13.84854617,100.5705897
0.0593,13.84855433,100.5705955
0.0663,13.84855783,100.5706038
0.0663,13.848562,100.570606
0.078,13.84856167,100.5706077
0.0937,13.84856133,100.5706103
0.0434,13.848561,100.5706113
0.0614,13.84856183,100.5706112
0.0543,13.84856183,100.5706128
0.0543,13.84856,100.5706147
0.0736,13.848553,100.5706135
0.0538,13.84854317,100.5706197
0.0625,13.84854233,100.5706175
0.0443,13.84854517,100.570616
0.0413,13.848547,100.5706135
0.0413,13.8485495,100.5706137
0.0653,13.848551,100.5706133
0.0365,13.84855417,100.5706137
0.0571,13.84855683,100.5706148
0.0517,13.8485605,100.570617
0.0627,13.84856433,100.5706195
0.0627,13.84856883,100.5706218
0.0431,13.8485705,100.5706147
0.0748,13.84856867,100.5706185
0.0635,13.84856983,100.5706205
0.0592,13.84857117,100.5706213
0.0592,13.84857367,100.570622
0.0449,13.8485765,100.5706223
0.0638,13.84857917,100.5706228
0.0414,13.8485815,100.5706228
0.0561,13.84858433,100.5706235
0.0535,13.84858517,100.5706232
0.0547,13.84858633,100.5706227
0.0547,13.8485915,100.5706203
0.089,13.8486,100.5706248
0.0352,13.84861133,100.5706218
0.0639,13.84861817,100.5706273
0.0446,13.8486305,100.5706203
0.0548,13.84864183,100.5706175
0.0548,13.84865483,100.570613
0.0787,13.84867367,100.5706115
0.0635,13.84868617,100.5706133
0.0737,13.84869783,100.5706073
0.0643,13.8487135,100.570602
0.0547,13.84872917,100.5706035
0.0547,13.8487495,100.5706023
0.0678,13.84876633,100.5705992
0.0832,13.84878,100.5705982
0.0561,13.84879967,100.5705928
0.0569,13.84881917,100.5705898
0.0569,13.84883967,100.5705912
0.0541,13.84886083,100.5705947
0.0689,13.84887933,100.5705937
0.0428,13.84890217,100.5705905
0.06,13.84891733,100.570591
0.04,13.84893183,100.5705898
0.04,13.84894617,100.5705838
0.0771,13.84896017,100.5705828
0.0518,13.84897467,100.570577
0.065,13.84899233,100.5705728
0.0542,13.84901233,100.5705795
0.0454,13.84902933,100.5705868
0.0649,13.849047,100.5705885
0.0649,13.84906267,100.5705918
0.0629,13.84908083,100.5705935
0.062,13.8490935,100.5705878
0.0798,13.849099,100.5705853
0.062,13.84910783,100.5705817
0.0848,13.84912133,100.5705747
0.0848,13.8491385,100.5705667
0.0571,13.8491565,100.5705607
0.0731,13.84917533,100.5705548
0.0891,13.84919583,100.5705507
0.0427,13.84920967,100.5705493
0.0652,13.8492265,100.5705483
0.0652,13.849237,100.570552
0.0527,13.84925683,100.5705548
0.0566,13.849273,100.5705572
0.089,13.84928833,100.5705628
0.0641,13.84930883,100.5705618
0.0641,13.84932567,100.5705638
0.0679,13.8493475,100.5705608
0.0721,13.84936333,100.570556
0.0543,13.849377,100.5705528
0.0643,13.849399,100.5705495
0.0563,13.849419,100.5705447
0.0563,13.84943867,100.570538
0.0694,13.84946,100.5705317
0.0455,13.84947433,100.570532
0.0836,13.84949567,100.5705318
0.0996,13.8495075,100.570536
0.0948,13.84952517,100.5705375
0.0685,13.84954517,100.570527
0.0685,13.84956817,100.57052
0.0809,13.84959133,100.5705155
0.0749,13.84961917,100.570514
0.0745,13.84964667,100.5705113
0.0758,13.849667,100.5705127
0.0719,13.84969183,100.5705145
0.0719,13.84971533,100.5705138
0.0531,13.84973133,100.570515
0.07,13.84975167,100.5705123
0.0504,13.84977433,100.5705102
0.0665,13.849794,100.570511
0.0504,13.84981633,100.5705153
0.0504,13.84983633,100.5705205
0.0657,13.84986183,100.570529
0.0872,13.84988583,100.5705287
0.0704,13.84990567,100.5705292
0.0708,13.84992383,100.5705345
0.0708,13.84994583,100.5705383
0.0518,13.849972,100.5705358
0.0662,13.849996,100.5705382
0,13.85001767,100.570548
0.06,13.8500385,100.5705507
0.0577,13.850063,100.5705507
0.0559,13.850086,100.5705545
0.0559,13.85010417,100.570555
0.0667,13.85012667,100.5705567
0.0801,13.85014633,100.5705612
0.0836,13.85016867,100.5705597
0.0674,13.85018967,100.5705585
0.0631,13.85020867,100.5705618
0.0631,13.85022583,100.5705595
0.0749,13.85024167,100.5705623
0.0592,13.850252,100.5705628
0.09,13.85026133,100.5705642
0.0622,13.8502675,100.5705667
0.0813,13.850272,100.5705697
0.0813,13.85028367,100.5705748
0.0377,13.85029683,100.570574
0.0446,13.8503075,100.5705688
0.0572,13.850322,100.5705667
0.0558,13.85033183,100.5705668
0.0558,13.85033883,100.570567
0.0583,13.85034417,100.570566
0.0433,13.85034933,100.5705658
0.0485,13.85035383,100.5705675
0.0565,13.850359,100.5705692
0.0429,13.85036233,100.5705705
0.0429,13.8503655,100.570571
0.0391,13.85036417,100.5705735
0.0459,13.85036683,100.5705775
0.0541,13.85036983,100.5705798
0.0885,13.85037233,100.570582
0.0475,13.85037417,100.5705843
0.0629,13.85037567,100.5705857
0.0629,13.85037717,100.570587
0.0505,13.85037783,100.5705883
0.0507,13.85037933,100.5705885
0,13.85038217,100.5705898
0.0616,13.85038383,100.5705912
0.073,13.85038317,100.5705917
0.073,13.85038067,100.5705913
0.0716,13.8503815,100.5705918
0.0378,13.85037917,100.5705878
0.0693,13.850385,100.5705877
0.0472,13.8503835,100.570587
0.0472,13.85038717,100.570584
0.0706,13.85038833,100.5705825
0.044,13.85038533,100.5705808
0.0601,13.85038517,100.5705808
0.0693,13.850385,100.5705797
0.0634,13.85038417,100.5705793
0.0634,13.85038333,100.5705785
0.0652,13.850382,100.5705785
0.0702,13.85038133,100.5705787
0.0693,13.85038117,100.5705792
0.0625,13.85038067,100.5705798
0.0458,13.8503805,100.5705805
0.0602,13.85038033,100.5705808
0.0602,13.85038233,100.5705817
0.0613,13.85038433,100.570583
0.0521,13.85038417,100.5705802
0.0475,13.85038683,100.5705788
0.0782,13.85038683,100.5705842
0.0467,13.85038967,100.5705853
0.0467,13.85038967,100.5705882
0.048,13.8503905,100.5705873
0.0608,13.85039283,100.5705868
0.0861,13.850394,100.5705862
0.0526,13.85039583,100.570585
0.0411,13.85039733,100.570584
0.0411,13.8503995,100.5705857
0.0432,13.85040167,100.5705835
0.0543,13.85040583,100.5705875
0.0565,13.850404,100.5705893
0.0566,13.8504005,100.5705907
0.0566,13.8503995,100.5705882
0.0568,13.850398,100.570588
0.0392,13.85039617,100.5705883
0.0797,13.85039483,100.5705892
0.0726,13.850393,100.5705897
0.0613,13.8503935,100.5705898
0.0613,13.85039267,100.5705905
0.0455,13.85039383,100.5705878
0.0681,13.85039517,100.5705877
0.0643,13.85039567,100.570588
0.0437,13.85039617,100.5705877
0.0611,13.85039683,100.5705897
0.0488,13.85039583,100.5705915
0.0488,13.85039317,100.5705908
0.0593,13.8503935,100.5705922
0.0427,13.85039417,100.5705922
0.0364,13.85039467,100.5705927
0,13.85039533,100.5705923
0.0487,13.85039567,100.5705932
0.0487,13.85039533,100.5705952
0.0637,13.85039483,100.5705957
0.0496,13.85039467,100.5705965
0.0561,13.85039417,100.5705963
0.0706,13.85039367,100.570596
0.0706,13.850393,100.5705962
0.0705,13.85039317,100.5705967
0.0576,13.850394,100.5705973
0.0629,13.8503935,100.5705968
0.0694,13.85039417,100.5705968
0.0346,13.85039467,100.570597
0.0346,13.850395,100.5705983
0.0506,13.85039367,100.5705992
0.039,13.85039433,100.5706023
0.0868,13.8503955,100.570604
0.0773,13.85039667,100.5706048
0.061,13.85039683,100.5706052
0.0586,13.85039717,100.5706055
0.0586,13.85039683,100.5706058
0.0528,13.85039633,100.5706058
0.0561,13.85039567,100.5706058
0.0541,13.8503945,100.5706055
0.0501,13.85039317,100.5706043
0.0954,13.85039133,100.5706025
0.0954,13.85038933,100.5706035
0.0528,13.850388,100.5706055
0.0644,13.85038717,100.5706038
0.0483,13.850388,100.5705985
0.0539,13.85039433,100.5705837
0.059,13.850394,100.5705618
0.059,13.85039783,100.5705447
0.0409,13.85040267,100.5705263
0.0487,13.85040117,100.5705032
0.0496,13.85039817,100.5704777
0.0717,13.85039583,100.5704537
0.0717,13.850395,100.570433
0.064,13.850396,100.570409
0.0567,13.85039117,100.5703907
0,13.8503865,100.5703713
0.0434,13.85038817,100.570364
0.0705,13.85038817,100.5703573
0.0705,13.85038983,100.5703527
0.0563,13.85038917,100.5703503
0.0515,13.85038967,100.5703427
0.077,13.85038533,100.5703313
0.0653,13.85037317,100.5703215
0.0552,13.85036967,100.570305
0.0546,13.85036933,100.5702933
0.0546,13.85037033,100.5702803
0.0691,13.85036983,100.5702675
0.0665,13.85037083,100.5702508
0.0949,13.85037367,100.5702413
0.0763,13.85037733,100.5702485
0.0632,13.85037617,100.570247
0.0632,13.85037417,100.570246
0.0936,13.85037117,100.5702447
0.0705,13.85036733,100.570242
0.0756,13.8503685,100.5702292
0.0456,13.85036717,100.5702148
0.0456,13.850358,100.5702003
0.0652,13.85035833,100.5701847
0.0681,13.85035367,100.570168
0.066,13.85035183,100.57015
0.0473,13.85035117,100.5701283
0.0533,13.85034533,100.570111
0.0533,13.8503405,100.5700942
0.0592,13.85034133,100.5700777
0.0601,13.85033883,100.5700615
0.0778,13.85033533,100.5700432
0.0804,13.85033283,100.5700232
0.0408,13.85033367,100.5700053
0.0671,13.850332,100.569982
0.0671,13.85032833,100.5699598
0.0844,13.850322,100.5699348
0.0679,13.85031817,100.569913
0.0664,13.85031233,100.5698923
0.0605,13.85030633,100.5698717
0.0582,13.85030417,100.5698513
0.0582,13.85030383,100.5698318
0.0565,13.85030067,100.5698123
0.056,13.850297,100.5697958
0.0506,13.85029783,100.5697768
0.0676,13.8503005,100.5697662
0.0608,13.85029917,100.5697492
0.0608,13.8503,100.5697287
0.0457,13.850302,100.5697152
0.0691,13.85030017,100.5696953
0.0566,13.850296,100.5696723
0.0774,13.85029683,100.569657
0.0774,13.85029417,100.5696278
0.0857,13.85029533,100.5696027
0.0871,13.85029883,100.569578
0.0708,13.85030017,100.5695503
0.0674,13.85029517,100.5695255
0.0841,13.85030183,100.5695062
0.0841,13.85031117,100.569491
0.0646,13.85031217,100.5694702
0.0648,13.850311,100.5694483
0.0805,13.850312,100.5694268
0.0854,13.85031333,100.5694135
0.0739,13.85030817,100.5693893
0.114,13.850309,100.5693685
0.114,13.85030467,100.5693467
0.0784,13.850299,100.5693232
0.0584,13.85029933,100.5692993
0.1018,13.850299,100.5692765
0.065,13.85029483,100.5692472
0.0777,13.85029833,100.5692248
0.0777,13.85029183,100.5692033
0.0385,13.8502855,100.5691755
0.0606,13.85027833,100.5691495
0.0533,13.8502645,100.569127
0.0721,13.8489665,100.5667847
0.0536,13.8489675,100.5667845
0.0536,13.84896717,100.5667862
0.0464,13.84896717,100.5667875
0.0534,13.84896667,100.566788
0.0449,13.84896283,100.5667882
0.0567,13.84896217,100.566789
0.0724,13.84896133,100.566788
0.0724,13.84896017,100.5667882
0.0632,13.848959,100.5667888
0.0347,13.848958,100.5667903
0.0606,13.84895433,100.5667892
0.0575,13.8489505,100.5667902
0.0575,13.84895,100.5667852
0.0711,13.8489475,100.566784
0.0632,13.84894817,100.5667858
0.0383,13.848947,100.5667823
0.0895,13.84894967,100.566774
0.0565,13.84895767,100.5667637
0.0565,13.848958,100.5667625
0.054,13.8489555,100.5667618
0.0353,13.8489585,100.5667642
0.0509,13.848958,100.566762
0,13.84895767,100.5667638
0.0378,13.84895667,100.5667628
0.0378,13.848955,100.5667633
0.0528,13.84895567,100.566765
0.0364,13.84895517,100.566763
0.0455,13.84895367,100.5667602
0.0577,13.8489535,100.5667595
0.0581,13.84895567,100.5667587
