Doserate,Latitude,Longitude
0.0745,13.84895817,100.5667578
0.0745,13.84895933,100.5667573
0.0433,13.84895983,100.5667573
0,13.84896033,100.566756
0.0447,13.8489615,100.5667563
0.0464,13.84896067,100.566759
0.0464,13.84896,100.5667615
0.0457,13.84896167,100.5667625
0.0428,13.84895967,100.5667615
0.0578,13.84895733,100.5667647
0.0572,13.84895683,100.5667677
0.0445,13.84896,100.566771
0.0445,13.84896233,100.5667717
0.0386,13.84896267,100.5667725
0.0537,13.84896217,100.5667733
0.0506,13.84896167,100.5667738
0.0397,13.84896083,100.5667748
0.0536,13.84896083,100.5667755
0.0536,13.84896167,100.5667737
0.0516,13.84895883,100.5667678
0.0428,13.84895267,100.5667673
0,13.848953,100.566766
0,13.8489555,100.5667643
0,13.84894917,100.566761
0.049,13.8489425,100.566758
0.049,13.84893717,100.5667602
0.0402,13.848938,100.5667605
0.0412,13.84893783,100.566763
0.0446,13.84893733,100.5667638
0.0672,13.848937,100.5667665
0.0475,13.84893767,100.5667673
0.0475,13.84893783,100.566769
0.0456,13.84892233,100.5667687
0.0412,13.84890583,100.566771
0.0535,13.8488845,100.5667757
0.052,13.84886783,100.566779
0.052,13.84885683,100.5667807
0.0621,13.84883817,100.5667788
0.0574,13.84882267,100.566779
0.0866,13.84880717,100.5667787
0.0626,13.84879683,100.5667825
0,13.848781,100.5667852
0,13.84876317,100.566786
0.0638,13.84874067,100.5667843
0.0913,13.848722,100.566782
0.0514,13.8487015,100.5667845
0.0406,13.84868667,100.566788
0.0609,13.848673,100.5667893
0.0609,13.84865783,100.5667902
0.0385,13.84864383,100.5667877
0.0901,13.84863033,100.5667908
0.0418,13.8486195,100.5667938
0.0496,13.84860817,100.566796
0.0612,13.848596,100.566798
0.0559,13.84858333,100.5667987
0.0559,13.8485685,100.566799
0.0556,13.8485565,100.5668002
0.0701,13.848542,100.5668018
0.0764,13.84852983,100.5668038
0.0589,13.8485135,100.5668047
0.0589,13.8485,100.5668092
0.0621,13.848486,100.5668043
0.0596,13.848473,100.5668092
0.0585,13.84845683,100.5668062
0,13.84844133,100.5668013
0,13.84842467,100.5668087
0,13.84840567,100.566806
0.0551,13.84838633,100.5668095
0.0598,13.848373,100.5668125
0,13.848354,100.5668172
0.0474,13.84833083,100.5668157
0.0572,13.84831167,100.5668107
0.0572,13.84829533,100.5668122
0.0766,13.8482785,100.5668112
0.0537,13.8482615,100.5668103
0.0462,13.8482445,100.566812
0.0421,13.848225,100.5668118
0.068,13.848205,100.5668157
0.0573,13.84818883,100.5668178
0.0573,13.84817483,100.5668243
0.051,13.84815917,100.5668292
0.0434,13.8481505,100.566838
0.0957,13.8481525,100.5668553
0.0672,13.84816067,100.5668688
0.0672,13.84816733,100.5668815
0.0411,13.84817217,100.5669005
0.0705,13.8481785,100.5669177
0.0494,13.84818333,100.5669328
0.0892,13.8481885,100.5669487
0.0881,13.84819317,100.566964
0.0881,13.848202,100.5669823
0.0582,13.8482075,100.5670022
0.0516,13.84821117,100.5670233
0.0608,13.84821333,100.5670428
0.0571,13.84822083,100.5670578
0.0637,13.848225,100.5670755
0.0637,13.848232,100.56709
0.0564,13.84823533,100.5671065
0.0454,13.848238,100.567121
0.0645,13.84824183,100.567136
0.0637,13.848245,100.5671502
0.0389,13.84825433,100.567163
0.0389,13.84826,100.5671798
0.0701,13.848269,100.5671955
0.0634,13.84826817,100.5672125
0.0763,13.84827233,100.567228
0.0796,13.84827417,100.5672408
0.0761,13.848271,100.5672495
0.0692,13.848271,100.5672622
0.0692,13.84827117,100.5672735
0.0603,13.84827083,100.5672873
0.0554,13.8482705,100.567303
0.0613,13.84826833,100.5673217
0.0669,13.848267,100.567336
0.0669,13.84826617,100.5673465
0.0633,13.848269,100.5673675
0.0537,13.84827567,100.5673875
0.0337,13.8482835,100.567406
0.065,13.8482835,100.5674125
0.0524,13.84828317,100.567418
0.0524,13.84828667,100.5674225
0,13.84828767,100.5674387
0.0497,13.84828483,100.5674558
0.0612,13.84828217,100.5674718
0.0955,13.84828117,100.5674892
0.0564,13.848284,100.5675105
0.0564,13.84828467,100.5675302
0.0737,13.84828767,100.5675475
0.0506,13.84829217,100.5675672
0.0694,13.848296,100.5675847
0.0547,13.84829483,100.5676038
0.0537,13.84829917,100.567622
0.0629,13.8483015,100.5676325
0.0629,13.84830467,100.5676458
0.0398,13.84831183,100.5676655
0.0572,13.84831533,100.5676848
0.0518,13.84831983,100.5677002
0.0875,13.84832383,100.567718
0.0875,13.84832367,100.5677413
0.0587,13.84832667,100.567764
0.0381,13.848324,100.567786
0.0658,13.84832583,100.567808
0.0613,13.84833133,100.567824
0.0382,13.84832883,100.5678445
0.0382,13.84833267,100.5678643
0.0379,13.84833217,100.567887
0,13.84832767,100.5679055
0.0468,13.8483265,100.567926
0.0424,13.84833467,100.5679473
0.0453,13.8483355,100.5679677
0.0453,13.848331,100.5679865
0.0525,13.84833683,100.5680053
0.0525,13.84833667,100.5680203
0.0798,13.84833967,100.5680337
0.0604,13.8483415,100.5680462
0.0395,13.84834083,100.5680618
0.0395,13.84833183,100.5680772
0.0512,13.848328,100.5680947
0.0557,13.8483165,100.5681148
0.0428,13.84830833,100.5681287
0.0468,13.84830083,100.5681415
0.0684,13.848287,100.5681565
0.0424,13.84827167,100.5681713
0.0424,13.848263,100.5681775
0.0369,13.8482495,100.5681837
0.0831,13.84824433,100.5681857
0.0518,13.84824333,100.5681903
0,13.84823333,100.5682005
0,13.84823133,100.5682062
0,13.84822967,100.5682088
0.0442,13.84822933,100.5682115
0,13.84822967,100.5682152
0.0493,13.84823017,100.5682182
0.0395,13.84822917,100.5682208
0.0395,13.84822883,100.5682222
0.0477,13.84822917,100.5682202
0.0518,13.8482215,100.5682227
0.0335,13.84820617,100.5682302
0.0473,13.84819367,100.5682342
0,13.84818367,100.5682418
0,13.84816983,100.5682463
0,13.84815267,100.5682517
0.068,13.84813833,100.5682578
0.0589,13.84812533,100.5682653
0.0621,13.84811917,100.5682717
0.0695,13.848106,100.5682807
0.0445,13.848092,100.56829
0.0445,13.84807483,100.5682973
0.0779,13.84805367,100.5682985
0.0696,13.848032,100.5682977
0.0724,13.84801533,100.5683092
0.0648,13.84799983,100.5683148
0.0648,13.84798433,100.5683262
0.0538,13.84797117,100.5683315
0.0642,13.84795767,100.568334
0.0668,13.84794183,100.5683447
0.0572,13.8479205,100.5683515
0.059,13.84790267,100.568357
0.059,13.84788917,100.568365
0.0604,13.84787167,100.5683693
0.0633,13.84784883,100.5683722
0.0701,13.84783483,100.5683782
0.0632,13.84781733,100.5683807
0.0613,13.84779767,100.5683837
0.0613,13.84777667,100.5683938
0.059,13.84775517,100.5684005
0.0987,13.84773483,100.5684002
0.0492,13.84772283,100.5684045
0.0902,13.84771267,100.5684068
0.086,13.84769317,100.5684158
0.086,13.847667,100.5684233
0.0521,13.8476375,100.5684327
0.0793,13.84761217,100.5684403
0.0443,13.84759083,100.5684478
0.0737,13.84757033,100.5684565
0.0508,13.84755283,100.5684677
0.0831,13.84754033,100.5684802
0.0831,13.847525,100.5684952
0.0554,13.84750883,100.5685032
0.055,13.8474925,100.5685148
0.0637,13.84748,100.568528
0.0791,13.84747433,100.5685468
0.0791,13.84746833,100.5685557
0.1127,13.84745883,100.5685632
0.0756,13.84745767,100.5685758
0.0736,13.84746633,100.5685877
0.079,13.84747083,100.5686023
0.0618,13.84748167,100.5686183
0.0618,13.847493,100.5686378
0.061,13.84750067,100.5686493
0.0516,13.847503,100.5686672
0.0643,13.8475075,100.5686832
0.0708,13.847507,100.5687018
0.0622,13.84750233,100.5687212
0.0622,13.8474985,100.5687458
0.0629,13.8474995,100.5687703
0.0905,13.8475005,100.5687902
0.0925,13.847495,100.5688107
0.0652,13.84748633,100.5688337
0.0656,13.8474755,100.5688538
0.0656,13.84746533,100.5688737
0.0609,13.84745517,100.5688902
0.0511,13.8474455,100.5689068
0.0373,13.84743467,100.5689205
0.0413,13.84742867,100.5689372
0.0707,13.84742183,100.5689555
0.0546,13.84741533,100.568974
0.0546,13.84740967,100.5689975
0.0492,13.84739917,100.5690112
0.0903,13.84739483,100.5690293
0.0629,13.84739167,100.5690543
0.0561,13.84738383,100.5690718
0.0561,13.84737583,100.5690908
0.0596,13.84737417,100.5691128
0.0841,13.84737417,100.5691357
0.0739,13.8473735,100.5691565
0.0611,13.84737017,100.5691777
0.0599,13.847373,100.5691967
0.0599,13.84737683,100.5692205
0.0453,13.84737467,100.569237
0,13.84736733,100.5692575
0.0754,13.84736933,100.5692708
0.0666,13.84736617,100.569282
0.0952,13.84737033,100.5692943
0.0952,13.84737283,100.569307
0.0559,13.84737417,100.5693157
0.0714,13.84737367,100.5693187
0.0566,13.84738117,100.569327
0.0721,13.84738683,100.5693413
0.0667,13.8473905,100.569346
0.0751,13.8473905,100.5693462
0.0751,13.84739017,100.5693463
0.0676,13.8473905,100.5693463
0.0738,13.84739083,100.5693473
0,13.84739283,100.5693517
0.0792,13.847396,100.5693577
0.0792,13.84740067,100.569358
0.076,13.84740183,100.5693603
0.0602,13.8474025,100.5693605
0.0647,13.84740367,100.5693615
0.1083,13.84740533,100.5693653
0.0669,13.84740767,100.56937
0.0669,13.84741,100.5693712
0.0853,13.84741833,100.5693717
0.0792,13.84742733,100.569371
0.0388,13.847429,100.5693702
0.042,13.84742867,100.569369
0.0794,13.84742867,100.5693687
0.0794,13.84743233,100.5693678
0.0442,13.847432,100.569369
0.037,13.847434,100.5693693
0.0529,13.84743767,100.5693675
0.0517,13.8474355,100.5693653
0.0338,13.8474315,100.5693632
0.0338,13.84743233,100.569364
0.0522,13.8474315,100.569365
0.0449,13.84743,100.5693663
0.0641,13.84742867,100.5693667
0.0791,13.84742733,100.5693663
0,13.8474275,100.5693662
0.045,13.8474305,100.5693652
0.045,13.847432,100.5693657
0.0623,13.84743217,100.5693668
0.0645,13.84743317,100.5693648
0.0492,13.84743417,100.5693635
0.0394,13.84743433,100.5693632
0.0394,13.84743417,100.5693622
0.0584,13.84743433,100.5693615
0.0582,13.84743483,100.569361
0.0725,13.84743283,100.569361
0,13.847433,100.5693607
0.0603,13.84743317,100.5693607
0.0603,13.84743367,100.5693602
0.0343,13.84743467,100.5693602
0.0444,13.84743633,100.5693598
0.0658,13.84743733,100.56936
0.0504,13.8474375,100.5693605
0.0522,13.84743867,100.5693597
0.0522,13.84743883,100.5693605
0.0338,13.8474395,100.5693608
0.0389,13.8474405,100.5693597
0.0412,13.847441,100.5693597
0.062,13.84744083,100.5693593
0.0464,13.84744033,100.5693565
0.0758,13.8474395,100.5693568
0.0758,13.84744033,100.569357
0.0463,13.8474405,100.569358
0.0542,13.84743967,100.5693615
0.0628,13.8474395,100.5693618
0.0506,13.84744,100.5693632
0.0506,13.847441,100.5693628
0.058,13.847441,100.5693625
0.0574,13.84743917,100.5693648
0.0538,13.8474385,100.5693672
0.0418,13.84743867,100.5693683
0.0399,13.84743817,100.5693692
0.0399,13.84743783,100.5693687
0.052,13.8474365,100.5693713
0,13.84744367,100.5693697
0,13.84745683,100.5693698
0.0464,13.84746933,100.5693688
0.0752,13.84748233,100.569367
0.0752,13.84749267,100.569367
0.0501,13.84750183,100.5693643
0.07,13.84751283,100.5693585
0.0479,13.847521,100.5693567
0.0618,13.847525,100.5693512
0.048,13.84752967,100.5693463
0.048,13.84753967,100.5693395
0.0437,13.847551,100.5693305
0.0553,13.84756683,100.5693258
0.0866,13.84758667,100.5693257
0.0398,13.84760283,100.5693218
0.0876,13.8476165,100.5693127
0.0876,13.847632,100.5693122
0.0601,13.8476455,100.5693077
0.0658,13.84766133,100.5693057
0.0842,13.84767717,100.5693035
0.0637,13.84769267,100.5693015
0.0551,13.84770883,100.5692967
0.0551,13.84772433,100.5692958
0.0455,13.84774,100.5692973
0.0363,13.84775767,100.5692988
0.0501,13.84777283,100.569294
0.0462,13.8477885,100.5692918
0.0556,13.84779583,100.5692713
0.0556,13.84780717,100.5692597
0.0555,13.84781667,100.5692455
0.0375,13.84782317,100.5692228
0.0556,13.84783283,100.5692092
0.0547,13.84784017,100.5691893
0.0409,13.847859,100.5691878
0.0409,13.84786767,100.5691743
0.033,13.84788317,100.5691777
0.0449,13.84789433,100.5691828
0.0566,13.84791383,100.569203
0.0497,13.84793383,100.5692367
0.0662,13.84794583,100.569271
0.0585,13.84795283,100.5692902
0.0585,13.84796083,100.5693132
0.0757,13.84796617,100.569336
0.0947,13.84796883,100.5693563
0.0519,13.84797683,100.5693745
0.0627,13.847981,100.5693895
0.0627,13.8479935,100.5694152
0.0942,13.84800333,100.5694333
0.1048,13.8480075,100.5694597
0.0812,13.848021,100.5694922
0.0513,13.8480355,100.5695185
0.0763,13.84804683,100.5695405
0.0763,13.84805133,100.5695637
0.0918,13.84805417,100.5695847
0.0692,13.848061,100.5696112
0.0496,13.8480685,100.5696235
0.0576,13.84807933,100.5696393
0.0481,13.8480925,100.5696485
0.0481,13.848115,100.5696617
0.0548,13.84813583,100.5696715
0.0781,13.84815967,100.5696787
0.0669,13.848175,100.5696832
0.0603,13.8481905,100.5696842
0.0535,13.84820717,100.5696898
0.0535,13.84822417,100.5696945
0.074,13.84823817,100.5696952
0.0614,13.84825317,100.5696952
0.0444,13.84826933,100.5696907
0.0572,13.8482855,100.5696935
0.0813,13.84830467,100.5696862
0.0813,13.84832017,100.5696852
0.0643,13.84833933,100.5696788
0.0666,13.84835,100.5696787
0.0527,13.8483615,100.5696795
0.0491,13.84837567,100.569681
0.0575,13.84837783,100.5696758
0.0575,13.848391,100.5696723
0.0637,13.84840683,100.569669
0.0595,13.84842317,100.569668
0.0592,13.8484375,100.5696702
0.0479,13.8484535,100.5696685
0.0707,13.84847267,100.5696745
0.0707,13.84849017,100.5696827
0.0446,13.84851067,100.5696863
0,13.84852767,100.56969
0,13.84854317,100.5696975
0.0671,13.84855767,100.5697032
0.0373,13.84857717,100.569708
0.0373,13.848593,100.5697142
0.0671,13.84860667,100.5697217
0.0505,13.84861867,100.5697258
0.0772,13.84863167,100.5697302
0.0446,13.8486445,100.5697312
0.0735,13.84864983,100.5697323
0.0599,13.84865067,100.5697358
0.0599,13.84864867,100.569737
0.0705,13.84864717,100.5697398
0.0585,13.84865267,100.5697422
0.0557,13.8486525,100.5697452
0.0404,13.84865417,100.5697473
0.0404,13.84865183,100.5697482
0.0784,13.8486545,100.5697497
0.0629,13.8486565,100.5697527
0.0533,13.84865717,100.5697537
0.0547,13.84866067,100.569752
0.0537,13.8486655,100.5697505
0.0537,13.84867,100.5697488
0.0769,13.848677,100.569747
0.0521,13.84869,100.5697483
0.0598,13.8486995,100.5697488
0.0647,13.84870783,100.5697497
0.0557,13.84872083,100.569747
0.0557,13.8487375,100.5697405
0.0496,13.848748,100.5697295
0.0573,13.84876267,100.5697242
0.0452,13.84877683,100.5697232
0.0608,13.84879133,100.5697197
0.0664,13.84880817,100.5697175
0.0664,13.84882483,100.5697157
0.0355,13.84883683,100.569716
0.044,13.84884983,100.5697172
0.0682,13.848862,100.5697222
0.0478,13.84887767,100.5697265
0.0413,13.84888967,100.5697298
0.0413,13.8489025,100.569734
0.0731,13.84891583,100.5697377
0.0592,13.84893183,100.569738
0.0606,13.84894767,100.5697397
0.0547,13.84896283,100.5697418
0.0515,13.848979,100.5697445
0.0515,13.84899733,100.5697478
0.0776,13.8490175,100.5697473
0.0436,13.84903183,100.5697545
0.0426,13.8490475,100.5697507
0.0513,13.84906183,100.5697473
0,13.84907467,100.5697425
0,13.84909083,100.5697407
0.0385,13.84910817,100.5697388
0.0586,13.84912417,100.5697348
0.0527,13.84914183,100.5697365
0.0362,13.84916267,100.5697328
0.0743,13.84917867,100.5697322
0.0743,13.84919717,100.5697303
0.0466,13.84923683,100.5697335
0.0386,13.84925667,100.5697342
0.0711,13.84927783,100.5697343
0.0824,13.84929117,100.5697318
0.0749,13.849309,100.5697312
0.0749,13.84932467,100.5697385
0.0697,13.84933983,100.5697422
0.0786,13.849351,100.569739
0.0753,13.84936267,100.569736
0.0661,13.84937067,100.5697222
0.063,13.84938233,100.5697103
0.063,13.84939917,100.5696965
0.0635,13.84941483,100.5696857
0.0658,13.8494315,100.5696742
0.0706,13.84944467,100.5696558
0.0912,13.84945867,100.5696428
0.0771,13.84947083,100.5696288
0.0771,13.8494835,100.5696182
0.0777,13.84949417,100.5696015
0.0615,13.84950133,100.569592
0.0704,13.849508,100.5695843
0.0621,13.84951383,100.5695738
0.0696,13.84951517,100.5695693
0.0696,13.8495195,100.5695623
0.0645,13.84952567,100.569552
0.0798,13.84952633,100.5695423
0.0865,13.84952483,100.5695327
0.0758,13.84952533,100.5695297
0.0611,13.8495265,100.5695237
0.0611,13.8495285,100.5695205
0.0798,13.84953367,100.5695117
0.0716,13.849537,100.5695037
0.0909,13.849538,100.5694948
0.0968,13.8495385,100.5694838
0.0815,13.84954,100.5694705
0.0815,13.8495365,100.5694472
0.0885,13.8495275,100.5694225
0.0732,13.849519,100.5693903
0.0799,13.84951783,100.569368
0.0717,13.8495215,100.5693485
0.0687,13.84951433,100.5693213
0.0687,13.84950583,100.5692938
0.0795,13.84951867,100.5692717
0.0628,13.84952267,100.5692513
0.0602,13.84951867,100.5692322
0.0606,13.84952133,100.5692148
0.078,13.84951783,100.5691978
0.078,13.84952017,100.5691832
0.0525,13.849519,100.5691735
0.0749,13.84952333,100.5691717
0.0793,13.849528,100.5691577
0.0498,13.849541,100.5691402
0.0479,13.84955467,100.569126
0.0479,13.84957767,100.5691057
0.0734,13.84959183,100.5690958
0.0656,13.84961117,100.5690823
0.0698,13.84963117,100.5690738
0.0758,13.84965183,100.5690668
0.0581,13.84966983,100.5690637
0.0581,13.849689,100.5690633
0.0808,13.849707,100.5690583
0.0441,13.84971167,100.5690593
0.0665,13.84972783,100.5690582
0.0423,13.84974,100.56907
0.0555,13.8497555,100.5690743
0.0555,13.84976883,100.5690747
0.0711,13.84977467,100.5690718
0.0656,13.8497825,100.5690663
0.059,13.84978567,100.5690653
0.0731,13.849787,100.5690662
0.0731,13.8497885,100.5690653
0.051,13.84979083,100.5690663
0.0815,13.8497985,100.5690633
0.0478,13.84980333,100.5690597
0.0585,13.84980717,100.5690587
0.0758,13.8498095,100.5690547
0.0705,13.84981383,100.569053
0.0705,13.84981617,100.5690487
0.0528,13.84981917,100.5690472
0.05,13.84982133,100.5690448
0.0513,13.84982233,100.569045
0.0568,13.84982217,100.5690425
0.0783,13.84982217,100.5690425
0.0783,13.849823,100.5690395
0.0667,13.84982383,100.5690385
0.063,13.8498245,100.5690363
0.0564,13.84982467,100.569035
0.0462,13.84982367,100.569032
0.0714,13.84982183,100.5690277
0.0714,13.84982017,100.5690243
0.0763,13.84981983,100.5690235
0.0614,13.84981967,100.5690233
0.0723,13.84981867,100.5690217
0.0513,13.84981733,100.5690183
0.0868,13.84982033,100.5690178
0.0868,13.849826,100.5690208
0.0465,13.84983333,100.569023
0.0493,13.84984617,100.5690245
0.0428,13.84986133,100.5690253
0.0524,13.8498765,100.5690242
0.0409,13.84989317,100.5690243
0.0409,13.8499095,100.569021
0.0405,13.84992617,100.5690217
0.0574,13.84994183,100.5690212
0.047,13.84995967,100.5690125
0,13.84997683,100.5690035
0.0608,13.84999467,100.5689963
0.0608,13.85001367,100.5689927
0.0565,13.85003233,100.5689883
0.039,13.85004917,100.5689903
0.0438,13.85006917,100.5689918
0.0671,13.85008717,100.5689957
0.0663,13.85010817,100.568997
0.0663,13.85012867,100.568998
0.036,13.85014733,100.5689982
0.0583,13.8501665,100.5689973
0.0375,13.8501845,100.5689968
0,13.85020217,100.5689988
0.033,13.85021983,100.5689978
0.033,13.850238,100.5689938
0,13.85024983,100.568985
0,13.85026383,100.5689793
0.0492,13.8502785,100.5689693
0.0599,13.85029367,100.5689572
0.0599,13.85030183,100.5689418
0.0718,13.85030533,100.5689237
0.0575,13.85030867,100.5689028
0.0476,13.85030883,100.5688807
0.0442,13.85031083,100.5688613
0.0402,13.85031167,100.5688412
0.0771,13.850312,100.5688223
0.0771,13.85031233,100.568804
0.0486,13.85031117,100.568785
0.0507,13.85031133,100.568766
0.0518,13.85031483,100.568748
0.0405,13.85031483,100.5687292
0.0771,13.85031633,100.5687102
0.0771,13.85031833,100.5686912
0.0375,13.85031617,100.5686717
0.0744,13.85031617,100.5686518
0.0436,13.85031833,100.5686337
0.0699,13.85032,100.5686138
0.0403,13.85031933,100.5685932
0.0403,13.85031733,100.5685723
0.086,13.85031433,100.568554
0.0729,13.85031083,100.5685347
0.0579,13.8503075,100.5685152
0.0427,13.8503095,100.5684948
0.0519,13.85031233,100.568476
0.0519,13.85031583,100.5684593
0.0606,13.8503205,100.5684413
0.0597,13.8503205,100.5684213
0.0355,13.8503185,100.5683985
0,13.85032033,100.5683758
0.0456,13.85032517,100.5683537
0.0456,13.85032483,100.5683343
0,13.85032367,100.5683132
0.0396,13.85032283,100.5682918
0.0471,13.8503235,100.5682712
0.0462,13.85032317,100.5682487
0.0558,13.85032067,100.5682283
0.0558,13.85031967,100.5682065
0,13.85031517,100.5681855
0.0639,13.850314,100.5681643
0.0415,13.8503155,100.568143
0.067,13.85031817,100.5681258
0.0535,13.85032033,100.5681083
0.0535,13.8503205,100.5680893
0.0377,13.85031533,100.5680712
0.0713,13.85031567,100.5680527
0.0572,13.85031717,100.5680355
0.0582,13.85031717,100.5680155
0.0733,13.85031867,100.5679953
0.0733,13.85031683,100.5679752
0.0468,13.850315,100.5679555
0.037,13.8503125,100.5679343
0.042,13.85031033,100.5679125
0,13.85031,100.567892
0,13.85031467,100.5678728
0.0556,13.850319,100.5678508
0.0809,13.85031633,100.5678305
0.0829,13.850317,100.567808
0.0417,13.8503195,100.5677863
0.0607,13.85031883,100.5677683
0.0596,13.85031933,100.5677483
0.0596,13.85032033,100.5677287
0.0341,13.85031933,100.5677075
0.0474,13.85032017,100.5676882
0.0487,13.8503195,100.5676695
0.0548,13.850318,100.5676502
0.0481,13.8503175,100.56763
0.0481,13.85031883,100.5676107
0.0453,13.85031783,100.5675908
0.057,13.85031833,100.567572
0.057,13.85031817,100.5675508
0,13.850318,100.5675352
0.0461,13.85032,100.5675172
0.0461,13.85032617,100.567496
0.0645,13.85033033,100.5674752
0.0796,13.85033233,100.5674562
0.0363,13.85033667,100.567435
0.0731,13.85034067,100.5674095
0.0551,13.85034117,100.5673885
0.0551,13.850341,100.5673652
0.0665,13.85034,100.5673445
0.0603,13.85034033,100.5673248
0.0813,13.8503405,100.5673057
0.0554,13.85033817,100.5672853
0.0581,13.85033917,100.567266
0.0581,13.85033933,100.5672473
0.0457,13.850337,100.5672263
0.0813,13.85033817,100.5672068
0.0586,13.8503385,100.5671858
0.0406,13.85033883,100.5671665
0.0498,13.85034033,100.5671448
0.0498,13.85034,100.567123
0.0585,13.85034017,100.5671012
0.0555,13.85034183,100.5670773
0.0616,13.85034233,100.5670555
0.0765,13.85034283,100.5670333
0.0493,13.850342,100.5670112
0.0493,13.850341,100.56699
0.0456,13.850342,100.5669688
0.0477,13.8503445,100.5669462
0.0647,13.85034667,100.5669267
0.0351,13.85034817,100.5669062
0.0676,13.85034667,100.5668855
0.0676,13.850348,100.566865
0.0443,13.85035017,100.5668447
0.0361,13.85034917,100.5668263
0.0549,13.85034867,100.5668087
0.0839,13.85034883,100.566788
0.0839,13.850351,100.5667653
0.0417,13.850346,100.566748
0.0413,13.8503395,100.5667333
0.0399,13.85033,100.5667168
0.067,13.85031267,100.566708
0.0594,13.85029567,100.5667053
0.062,13.85027767,100.5667062
0.062,13.85025733,100.5667072
0.066,13.850238,100.5667095
0.0753,13.85021917,100.5667123
0.0362,13.85019783,100.5667145
0.0523,13.85017683,100.5667137
0.0463,13.8501555,100.5667128
0.0463,13.850134,100.5667127
0.0453,13.85011317,100.5667138
0.0538,13.8500945,100.5667152
0.0633,13.8500755,100.5667165
0.0556,13.85005483,100.5667173
0.0589,13.85003333,100.566719
0.0589,13.8500145,100.5667243
0.056,13.85000017,100.566734
0.0505,13.849992,100.5667423
0.0568,13.84998383,100.5667548
0.0627,13.849972,100.5667615
